# class NDVI NDCI IRECI MTCI OTCI MCARI CI_RedEdge CI_GreenEdge TCARI OSAVI TCARI_OSAVI
3.000000 0.444148 0.185909 0.297236 1.709019 3.418038 0.048727 0.699479 1.901930 0.146180 0.362004 0.395297
3.000000 0.475819 0.220052 0.330716 1.517730 3.035460 0.062371 0.716355 1.644872 0.187113 0.393799 0.473698
3.000000 0.527532 0.254254 0.371129 1.542101 3.084202 0.065451 0.825840 2.176487 0.196353 0.433562 0.451966
0.000000 0.080588 0.051874 0.054062 0.133456 0.266912 0.014888 0.045203 0.546589 0.044665 0.070150 0.629644
0.000000 0.082278 0.051892 0.054279 0.153098 0.306196 0.014890 0.047585 0.542972 0.044670 0.070912 0.626154
1.000000 0.328186 0.134948 0.184693 1.355987 2.711975 0.034966 0.450162 1.385229 0.104897 0.259168 0.403946
2.000000 0.338200 0.128738 0.198789 1.513817 3.027633 0.031392 0.516358 1.463677 0.094175 0.269906 0.331646
3.000000 0.423526 0.170466 0.262956 1.783937 3.567873 0.041220 0.684484 1.836434 0.123661 0.339804 0.363630
2.000000 0.285097 0.107459 0.202998 1.441229 2.882457 0.035694 0.392460 1.245588 0.107083 0.242835 0.440966
2.000000 0.255189 0.108013 0.178862 1.110673 2.221346 0.030715 0.354714 1.352159 0.092146 0.218347 0.445369
3.000000 0.592162 0.241051 0.418493 2.673251 5.346502 0.040106 1.375569 2.625344 0.120319 0.464698 0.258773
4.000000 0.666866 0.295430 0.537020 2.708175 5.416349 0.045193 1.717587 3.286603 0.135578 0.528265 0.256703
4.000000 0.600883 0.245338 0.449441 2.611439 5.222879 0.042455 1.414512 2.686766 0.127365 0.478783 0.264791
4.000000 0.627402 0.250365 0.507107 2.935306 5.870612 0.039023 1.663681 3.008667 0.117070 0.498611 0.233506
3.000000 0.702835 0.314072 0.658440 3.030771 6.061542 0.048562 1.956777 3.514066 0.145687 0.570413 0.254901
3.000000 0.566514 0.237923 0.380838 2.349370 4.698740 0.041855 1.210741 2.446661 0.125565 0.444620 0.281746
3.000000 0.590281 0.244797 0.414496 2.523116 5.046232 0.041547 1.344183 2.617018 0.124641 0.465450 0.267618
4.000000 0.612238 0.273249 0.421728 2.300480 4.600961 0.045389 1.354751 2.708046 0.136168 0.479152 0.284280
3.000000 0.580398 0.247363 0.380329 2.333828 4.667656 0.042718 1.236366 2.527821 0.128154 0.453177 0.281864
3.000000 0.594057 0.263622 0.419496 2.233277 4.466555 0.047408 1.266848 2.573250 0.142223 0.471982 0.300367
3.000000 0.525366 0.216247 0.306824 2.228030 4.456061 0.035755 1.079832 2.233286 0.107265 0.400550 0.263678
4.000000 0.620674 0.260882 0.466325 2.641007 5.282014 0.043497 1.486560 2.835162 0.130490 0.492976 0.265034
4.000000 0.613306 0.267249 0.490154 2.572170 5.144340 0.046432 1.443876 2.848152 0.139297 0.494886 0.278502
3.000000 0.580413 0.247211 0.382206 2.302183 4.604366 0.043078 1.235385 2.509165 0.129233 0.453864 0.284050
4.000000 0.627470 0.275836 0.469210 2.512037 5.024074 0.045784 1.465264 2.888362 0.137352 0.496697 0.276940
4.000000 0.655706 0.290677 0.505177 2.620109 5.240219 0.045403 1.625564 3.087592 0.136209 0.518166 0.262055
4.000000 0.665796 0.303192 0.537496 2.584335 5.168669 0.048740 1.644130 3.113455 0.146219 0.530885 0.275000
3.000000 0.648556 0.289547 0.522728 2.603111 5.206222 0.048616 1.565018 2.997793 0.145848 0.520655 0.279849
3.000000 0.614715 0.265112 0.447097 2.500228 5.000457 0.045018 1.394773 2.701866 0.135055 0.484597 0.278008
4.000000 0.604660 0.252352 0.431377 2.557039 5.114078 0.042457 1.386660 2.621860 0.127372 0.473948 0.268248
4.000000 0.631976 0.266873 0.514645 2.751206 5.502412 0.044087 1.581961 2.925058 0.132262 0.505297 0.260827
4.000000 0.570344 0.231544 0.394142 2.606160 5.212319 0.039303 1.285760 2.505443 0.117908 0.448041 0.260542
4.000000 0.608847 0.251697 0.461412 2.662194 5.324389 0.044121 1.412621 2.663780 0.132362 0.485191 0.272454
4.000000 0.608142 0.255777 0.451708 2.630738 5.261477 0.043932 1.396428 2.675024 0.131795 0.481657 0.272894
3.000000 0.648440 0.285695 0.509067 2.641575 5.283150 0.046616 1.574774 2.987338 0.139849 0.515441 0.270571
4.000000 0.710799 0.349679 0.675105 2.645253 5.290506 0.057431 1.845537 3.604753 0.172293 0.584562 0.294013
4.000000 0.618092 0.282848 0.484167 2.391308 4.782616 0.048213 1.434439 2.883320 0.144640 0.495384 0.290978
3.000000 0.637189 0.286939 0.526997 2.477518 4.955037 0.049826 1.531072 3.067120 0.149477 0.517810 0.287356
4.000000 0.653149 0.304540 0.572008 2.498672 4.997343 0.051509 1.615383 3.257342 0.154528 0.532177 0.289489
4.000000 0.686779 0.328572 0.623356 2.579290 5.158580 0.054081 1.758423 3.468168 0.162242 0.561413 0.288838
4.000000 0.700809 0.335361 0.636516 2.662105 5.324210 0.052513 1.853565 3.660778 0.157538 0.569623 0.275327
4.000000 0.560471 0.256101 0.473748 2.264243 4.528486 0.041721 1.404631 2.855519 0.125162 0.452430 0.287082
4.000000 0.633040 0.283263 0.490581 2.469228 4.938456 0.047941 1.487703 3.008500 0.143822 0.507478 0.281614
4.000000 0.624950 0.286852 0.493539 2.470116 4.940232 0.046493 1.504972 3.046643 0.139480 0.499962 0.278206
4.000000 0.701920 0.318190 0.612077 2.930671 5.861342 0.044785 1.997562 3.640174 0.134355 0.558364 0.241099
3.000000 0.692415 0.307104 0.604702 2.965957 5.931915 0.044772 1.955981 3.496485 0.134317 0.555715 0.240847
4.000000 0.710640 0.326187 0.685801 3.029105 6.058210 0.047276 2.098464 3.732058 0.141827 0.576813 0.245917
4.000000 0.668120 0.294432 0.555714 2.868613 5.737225 0.044118 1.787148 3.195560 0.132355 0.530852 0.249921
4.000000 0.702300 0.307159 0.631640 3.097766 6.195532 0.043446 2.072251 3.582870 0.130337 0.562088 0.231604
4.000000 0.148693 0.259155 0.032830 -0.276830 -0.553659 0.034491 -0.080688 0.239955 0.103473 0.113283 1.321214
4.000000 0.197723 0.250172 0.056177 -0.078467 -0.156935 0.034432 0.039123 0.424191 0.103297 0.142138 1.059747
4.000000 0.666509 0.300616 0.541100 2.654673 5.309346 0.046665 1.693772 3.319953 0.139996 0.530313 0.264328
4.000000 0.665211 0.300245 0.548065 2.705349 5.410699 0.046012 1.717337 3.289963 0.138035 0.529237 0.260909
3.000000 0.702717 0.322251 0.630228 2.848547 5.697094 0.047663 1.956894 3.681937 0.142989 0.564923 0.253569
3.000000 0.610471 0.273711 0.479937 2.395138 4.790276 0.044676 1.494255 2.931031 0.134027 0.486756 0.283693
2.000000 0.694947 0.321132 0.653431 2.839071 5.678143 0.050354 1.893040 3.623031 0.151061 0.564797 0.268307
4.000000 0.661909 0.305653 0.500508 2.479809 4.959618 0.047673 1.588194 3.102614 0.143020 0.520770 0.274104
4.000000 0.705124 0.331087 0.625961 2.732688 5.465377 0.050042 1.905220 3.643596 0.150126 0.567437 0.264863
4.000000 0.703017 0.329699 0.644452 2.791647 5.583294 0.049254 1.942957 3.790644 0.147761 0.567525 0.259739
3.000000 0.718272 0.336896 0.669418 2.821470 5.642940 0.050580 2.000287 3.823009 0.151739 0.580852 0.261745
4.000000 0.636622 0.290072 0.517604 2.529489 5.058978 0.047003 1.559556 3.104787 0.141008 0.508420 0.277255
3.000000 0.720197 0.342488 0.693524 2.857462 5.714924 0.050590 2.052652 3.933308 0.151769 0.584534 0.258595
4.000000 0.742929 0.351584 0.775232 3.180262 6.360523 0.050364 2.276406 4.258967 0.151092 0.608168 0.248191
4.000000 0.678639 0.302557 0.569449 2.839607 5.679214 0.043016 1.879900 3.546263 0.129047 0.535842 0.242140
4.000000 0.694621 0.312999 0.637421 2.940668 5.881336 0.047553 1.916162 3.682899 0.142659 0.560038 0.255264
4.000000 0.626440 0.280521 0.524238 2.620558 5.241115 0.041330 1.673273 3.221525 0.123989 0.496140 0.251369
4.000000 0.750785 0.350148 0.811486 3.281186 6.562372 0.047695 2.467573 4.585220 0.143084 0.615077 0.233478
3.000000 0.650563 0.291648 0.533694 2.616480 5.232960 0.047342 1.609199 3.145783 0.142027 0.520635 0.271818
4.000000 0.656071 0.287810 0.440211 2.598676 5.197351 0.039060 1.624226 3.398404 0.117179 0.492284 0.237441
4.000000 0.673574 0.302943 0.617657 2.806511 5.613021 0.049542 1.779632 3.496175 0.148626 0.551123 0.268654
4.000000 0.661242 0.293834 0.535116 2.783469 5.566939 0.044517 1.697109 3.337083 0.133550 0.522646 0.255973
3.000000 0.730696 0.347378 0.726787 2.876910 5.753821 0.053079 2.092778 4.009844 0.159238 0.600627 0.264233
4.000000 0.652303 0.291435 0.566464 2.785909 5.571818 0.045137 1.722675 3.396864 0.135410 0.526102 0.254522
4.000000 0.626541 0.274777 0.515148 2.560252 5.120503 0.044848 1.573921 3.167374 0.134543 0.504520 0.264963
4.000000 0.633207 0.275422 0.498169 2.517219 5.034437 0.046284 1.530044 3.044746 0.138852 0.507852 0.273008
5.000000 0.712579 0.337107 0.682056 2.852251 5.704503 0.051155 1.984712 3.703476 0.153466 0.579215 0.264290
5.000000 0.692379 0.322716 0.622090 2.713307 5.426615 0.051020 1.826065 3.607772 0.153059 0.561449 0.271923
4.000000 0.709223 0.323324 0.669644 2.869766 5.739533 0.050113 1.980335 3.777148 0.150338 0.578358 0.259535
4.000000 0.679334 0.305742 0.652820 2.792563 5.585126 0.051499 1.816921 3.514124 0.154498 0.560677 0.273908
4.000000 0.679322 0.303680 0.609290 2.827510 5.655020 0.048845 1.802738 3.449720 0.146534 0.552361 0.263945
4.000000 0.641237 0.285249 0.527151 2.478747 4.957494 0.049197 1.549194 3.135348 0.147591 0.519192 0.284138
3.000000 0.636966 0.282167 0.548884 2.619542 5.239084 0.049142 1.565052 3.067589 0.147427 0.519916 0.281839
3.000000 0.723287 0.345425 0.765318 3.005467 6.010934 0.054730 2.070370 3.990398 0.164189 0.601186 0.272038
3.000000 0.646150 0.287210 0.533163 2.569551 5.139102 0.049572 1.552411 3.164771 0.148717 0.523339 0.283204
3.000000 0.633563 0.277003 0.518169 2.594921 5.189843 0.046685 1.543702 3.104448 0.140054 0.509952 0.274565
3.000000 0.644275 0.279122 0.504295 2.583500 5.167001 0.045609 1.577983 3.129359 0.136826 0.513270 0.265947
4.000000 0.784041 0.382917 0.892247 3.255567 6.511134 0.052366 2.598189 4.842386 0.157097 0.648364 0.242314
4.000000 0.669298 0.286863 0.555755 3.007967 6.015934 0.042376 1.817943 3.576677 0.127128 0.533565 0.233699
4.000000 0.724848 0.332839 0.611115 2.901598 5.803196 0.044492 2.067179 3.966291 0.133476 0.568471 0.234628
4.000000 0.757057 0.366648 0.750429 3.066079 6.132159 0.049999 2.296521 4.359689 0.149996 0.611601 0.244360
4.000000 0.776654 0.377980 0.757776 3.255417 6.510834 0.045330 2.540754 4.555125 0.135991 0.614735 0.221355
4.000000 0.701751 0.325656 0.577918 2.838888 5.677775 0.045184 1.907300 3.582428 0.135552 0.551687 0.245248
4.000000 0.761936 0.360902 0.702308 3.153179 6.306358 0.043313 2.453506 4.478294 0.129940 0.599403 0.217217
4.000000 0.763271 0.359958 0.778644 3.202002 6.404005 0.047713 2.448223 4.486368 0.143139 0.618727 0.230976
4.000000 0.743308 0.332979 0.733047 3.256673 6.513346 0.045217 2.356686 4.344165 0.135652 0.601859 0.224893
4.000000 0.757035 0.365749 0.707083 3.034037 6.068074 0.046804 2.323542 4.274335 0.140411 0.601138 0.233596
4.000000 0.726122 0.338409 0.632544 3.026124 6.052247 0.043689 2.141727 4.012762 0.131068 0.570035 0.230193
5.000000 0.688994 0.307124 0.573346 2.829644 5.659288 0.045231 1.833322 3.551687 0.135692 0.544151 0.250028
5.000000 0.755303 0.359192 0.679217 2.994009 5.988017 0.046096 2.275279 4.323213 0.138288 0.595484 0.231821
4.000000 0.759836 0.357316 0.730382 3.169483 6.338965 0.045082 2.435430 4.451532 0.135247 0.605991 0.222900
4.000000 0.753369 0.354488 0.720179 3.068570 6.137140 0.047480 2.309482 4.359530 0.142439 0.604787 0.235464
4.000000 0.687133 0.306273 0.542586 2.764535 5.529070 0.044573 1.802324 3.484122 0.133719 0.540066 0.246995
3.000000 0.652605 0.269291 0.477406 2.727071 5.454142 0.039254 1.702176 3.336496 0.117761 0.508214 0.232035
3.000000 0.737796 0.339944 0.672485 3.082657 6.165315 0.045132 2.211700 4.129336 0.135395 0.585953 0.230696
5.000000 0.723050 0.331631 0.655787 3.003263 6.006526 0.045909 2.096182 3.996973 0.137726 0.576312 0.238277
5.000000 0.701950 0.317778 0.534723 2.673464 5.346928 0.043658 1.876714 3.675381 0.130973 0.544621 0.240636
5.000000 0.713668 0.332175 0.563761 2.736113 5.472226 0.043950 1.958688 3.920420 0.131849 0.552548 0.239166
5.000000 0.702587 0.306951 0.569009 2.921013 5.842026 0.041599 1.996294 3.715501 0.124797 0.549099 0.228013
3.000000 0.731107 0.335605 0.674011 2.994252 5.988503 0.046477 2.165134 4.061600 0.139430 0.585923 0.237433
2.000000 0.728445 0.339922 0.650735 2.865255 5.730510 0.047922 2.081739 4.047818 0.143765 0.583174 0.245831
3.000000 0.728806 0.340573 0.659905 2.942792 5.885584 0.047337 2.105386 4.026162 0.142011 0.581495 0.244742
2.000000 0.710327 0.323657 0.606304 2.909971 5.819942 0.043587 2.062525 3.979659 0.130762 0.560603 0.232812
2.000000 0.690504 0.304258 0.579728 2.895478 5.790955 0.043795 1.917266 3.591479 0.131386 0.547781 0.240441
2.000000 0.708290 0.310495 0.587503 3.006118 6.012236 0.041151 2.057971 3.857721 0.123452 0.553851 0.222849
2.000000 0.743171 0.351219 0.691160 2.965551 5.931101 0.048908 2.165443 4.070943 0.146723 0.595389 0.246156
2.000000 0.741928 0.337022 0.746824 3.306145 6.612290 0.046354 2.315331 4.215020 0.139062 0.600511 0.230726
2.000000 0.754839 0.362326 0.734320 2.945277 5.890553 0.050055 2.288417 4.318305 0.150166 0.611069 0.245665
3.000000 0.677758 0.303344 0.537119 2.791277 5.582554 0.043466 1.789374 3.470346 0.130399 0.531584 0.245128
3.000000 0.708561 0.330929 0.594295 2.780865 5.561730 0.045414 1.946980 3.771540 0.136241 0.555998 0.244249
3.000000 0.702578 0.323130 0.578700 2.908529 5.817058 0.044219 1.925653 3.695811 0.132657 0.550207 0.240412
3.000000 0.725968 0.327500 0.641373 3.011869 6.023739 0.044730 2.125675 3.999711 0.134190 0.576894 0.232362
3.000000 0.741877 0.350411 0.664610 2.990738 5.981476 0.045735 2.199064 4.177700 0.137204 0.585535 0.234237
3.000000 0.717633 0.342900 0.655258 2.811288 5.622576 0.049784 1.982604 3.931400 0.149352 0.575310 0.257429
4.000000 0.735155 0.361375 0.716504 2.892954 5.785907 0.050899 2.135435 4.266877 0.152697 0.595319 0.255855
4.000000 0.761489 0.383506 0.832917 3.055984 6.111968 0.057329 2.242162 4.404304 0.171987 0.630540 0.272428
4.000000 0.754079 0.357662 0.807705 3.288447 6.576894 0.050412 2.339262 4.484513 0.151237 0.618068 0.243615
4.000000 0.672548 0.319994 0.615420 2.650793 5.301585 0.050838 1.748036 3.456203 0.152513 0.545293 0.280712
4.000000 0.688271 0.320468 0.611980 2.802371 5.604742 0.049096 1.802863 3.651680 0.147289 0.552898 0.265421
4.000000 0.722256 0.351368 0.703670 2.850259 5.700518 0.053359 1.991788 3.952121 0.160077 0.588521 0.271363
5.000000 0.704657 0.343462 0.570720 2.477876 4.955753 0.051931 1.770592 3.672320 0.155794 0.560840 0.277071
5.000000 0.809485 0.450705 0.920540 2.894569 5.789139 0.061184 2.541487 4.789038 0.183551 0.669836 0.273662
5.000000 0.658121 0.303554 0.495074 2.499344 4.998688 0.046392 1.589251 3.286802 0.139175 0.517457 0.268180
3.000000 0.695141 0.324274 0.560614 2.653937 5.307874 0.047495 1.804502 3.533612 0.142484 0.548864 0.259333
4.000000 0.680367 0.316716 0.583511 2.560363 5.120725 0.052562 1.684861 3.420718 0.157685 0.551175 0.285779
4.000000 0.688345 0.314700 0.608104 2.688672 5.377343 0.051572 1.780896 3.575453 0.154717 0.560379 0.276235
4.000000 0.663546 0.306022 0.475358 2.477482 4.954965 0.045991 1.584534 3.115875 0.137972 0.515369 0.268037
4.000000 0.686169 0.338810 0.567350 2.415697 4.831394 0.054382 1.648427 3.289358 0.163147 0.548754 0.297469
3.000000 0.639772 0.287130 0.469993 2.386477 4.772954 0.045309 1.516832 3.186099 0.135927 0.503485 0.269129
3.000000 0.700665 0.331487 0.623547 2.700960 5.401919 0.050028 1.885937 3.687593 0.150085 0.564973 0.263837
2.000000 0.742836 0.358122 0.724127 2.839781 5.679562 0.052675 2.165471 4.181234 0.158024 0.607408 0.259535
3.000000 0.738376 0.354769 0.733817 2.933869 5.867738 0.052742 2.142155 4.094378 0.158226 0.605759 0.260656
4.000000 0.670934 0.308876 0.492367 2.328561 4.657122 0.047428 1.631745 3.346164 0.142285 0.527328 0.269902
4.000000 0.666144 0.298555 0.561606 2.657265 5.314530 0.047995 1.698182 3.463057 0.143985 0.536360 0.267592
4.000000 0.580990 0.258749 0.326698 2.065546 4.131091 0.040110 1.186090 2.586907 0.120331 0.437103 0.274869
4.000000 0.655845 0.292540 0.509377 2.582005 5.164009 0.047432 1.576589 3.166352 0.142297 0.521145 0.273286
5.000000 0.616656 0.279436 0.445632 2.199831 4.399662 0.051598 1.303506 2.742600 0.154793 0.492754 0.314513
4.000000 0.689718 0.328108 0.521950 2.448331 4.896661 0.047157 1.754291 3.458265 0.141471 0.540102 0.262079
3.000000 0.622326 0.271320 0.367790 2.190827 4.381654 0.038585 1.436548 2.963557 0.115754 0.468528 0.247337
4.000000 0.620775 0.278619 0.418565 2.246365 4.492729 0.046541 1.332926 2.961398 0.139624 0.484207 0.288359
4.000000 0.733668 0.362396 0.688525 2.830334 5.660667 0.053779 1.992910 3.971122 0.161336 0.592885 0.271761
4.000000 0.607194 0.294270 0.331086 1.910691 3.821381 0.043303 1.213180 2.683883 0.129910 0.451039 0.288569
5.000000 0.678741 0.303590 0.589671 2.714041 5.428081 0.048526 1.767070 3.478509 0.145578 0.547980 0.262964
4.000000 0.680981 0.304483 0.589788 2.779777 5.559554 0.048036 1.793728 3.520110 0.144109 0.550796 0.261390
2.000000 0.598043 0.240666 0.371666 2.378080 4.756160 0.037246 1.370961 2.940080 0.111738 0.459398 0.242983
3.000000 0.670090 0.296221 0.510612 2.618719 5.237437 0.044288 1.713414 3.453408 0.132864 0.528556 0.251609
3.000000 0.730898 0.374570 0.651738 2.569223 5.138447 0.055789 1.902521 3.893168 0.167366 0.587783 0.283868
3.000000 0.720863 0.348533 0.676163 2.688335 5.376670 0.055991 1.892960 3.625948 0.167973 0.586974 0.286485
5.000000 0.576387 0.240343 0.337281 2.194990 4.389981 0.038341 1.230914 2.479359 0.115023 0.437754 0.262537
5.000000 0.614855 0.250500 0.441635 2.615623 5.231246 0.041335 1.442286 2.821415 0.124005 0.481452 0.257557
4.000000 0.584317 0.240610 0.400597 2.463874 4.927748 0.038409 1.340641 2.655666 0.115227 0.450251 0.256151
4.000000 0.613324 0.250992 0.435595 2.602775 5.205550 0.041879 1.427520 2.720520 0.125637 0.481225 0.260065
4.000000 0.591874 0.242114 0.398857 2.301978 4.603955 0.041611 1.324676 2.687835 0.124832 0.464822 0.268046
4.000000 0.672265 0.289060 0.565693 2.798647 5.597294 0.047574 1.712028 3.148942 0.142722 0.539271 0.264422
4.000000 0.664424 0.281953 0.552658 2.815542 5.631083 0.045043 1.714326 3.231244 0.135130 0.530314 0.253537
4.000000 0.645654 0.276408 0.566056 2.921007 5.842015 0.045697 1.654389 2.980880 0.137091 0.518967 0.264967
4.000000 0.714517 0.336431 0.701987 2.865653 5.731306 0.053787 1.941142 3.589954 0.161362 0.583789 0.275198
4.000000 0.708133 0.332087 0.686052 2.846107 5.692214 0.054848 1.872276 3.476287 0.164544 0.580627 0.282906
2.000000 0.694146 0.306290 0.635344 3.018123 6.036246 0.047877 1.886405 3.445722 0.143630 0.560594 0.255370
2.000000 0.731946 0.334759 0.752494 3.010502 6.021005 0.051515 2.165199 3.997435 0.154544 0.602378 0.257074
3.000000 0.713226 0.331901 0.708025 2.879252 5.758505 0.055608 1.907089 3.567126 0.166824 0.588049 0.282984
3.000000 0.722741 0.339152 0.707456 2.904857 5.809714 0.053112 2.011790 3.784253 0.159337 0.590942 0.270342
3.000000 0.650403 0.282391 0.519012 2.655014 5.310028 0.047852 1.551250 3.046212 0.143557 0.518564 0.276965
3.000000 0.703239 0.312904 0.621324 2.850892 5.701784 0.048236 1.919483 3.496328 0.144708 0.566066 0.255454
3.000000 0.671589 0.307274 0.523301 2.475120 4.950240 0.050323 1.602804 3.110361 0.150969 0.533584 0.282867
3.000000 0.715085 0.348189 0.641675 2.618122 5.236243 0.054973 1.852735 3.509033 0.164920 0.579170 0.284656
4.000000 0.662449 0.294374 0.534583 2.512501 5.025001 0.049976 1.612470 3.095613 0.149927 0.533989 0.280508
4.000000 0.635078 0.249860 0.471814 2.722484 5.444967 0.039435 1.634642 3.169624 0.118304 0.504317 0.234553
4.000000 0.700154 0.331022 0.611048 2.651513 5.303027 0.051660 1.813075 3.485489 0.154981 0.563497 0.274533
4.000000 0.751556 0.366416 0.859334 3.070432 6.140864 0.058449 2.223391 4.033885 0.175347 0.630322 0.277180
4.000000 0.698077 0.305700 0.680399 3.029186 6.058372 0.049908 1.940697 3.495311 0.149723 0.573253 0.261470
2.000000 0.711268 0.318025 0.760898 3.179896 6.359793 0.052281 2.038925 3.737369 0.156843 0.591731 0.264819
2.000000 0.633916 0.271036 0.469971 2.608866 5.217732 0.042696 1.550575 2.945780 0.128089 0.499374 0.255631
2.000000 0.690584 0.308300 0.663228 2.941523 5.883046 0.052488 1.816304 3.418140 0.157463 0.568374 0.276460
2.000000 0.735824 0.337629 0.737274 2.942003 5.884005 0.051962 2.160049 4.041147 0.155887 0.605928 0.257043
